,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Explanation,Reference
KDM5C,7.28E-26,-0.215192742,0.11,0.074,2.04E-21,,,
GSTM5,7.29E-26,-2.102053117,0.014,0.035,2.04E-21,,,
LINC02511,7.32E-26,-2.506194958,0.036,0.063,2.05E-21,,,
COL4A6,7.42E-26,-1.665137796,0.028,0.054,2.08E-21,,,
IGBP1,7.54E-26,-0.226668326,0.135,0.093,2.11E-21,,,
AC114546.1,7.61E-26,0.899616998,0.012,0.004,2.13E-21,,,
TLE2,7.63E-26,-1.910638282,0.025,0.05,2.14E-21,,,
MPDU1,7.75E-26,-0.171999537,0.073,0.045,2.17E-21,,,
RRM1,8.07E-26,-0.223836469,0.08,0.051,2.26E-21,,,
DPH6,8.11E-26,-0.330781289,0.366,0.268,2.27E-21,,,
ZNF385D-AS2,8.14E-26,-3.658056061,0.006,0.024,2.28E-21,,,
NF1,8.26E-26,-0.731908335,0.5,0.451,2.32E-21,,,
EMC1,8.32E-26,-0.248569073,0.102,0.067,2.33E-21,,,
ARHGEF15,8.74E-26,-3.648446196,0.003,0.018,2.45E-21,,,
UBXN11,8.91E-26,-1.83024145,0.022,0.047,2.50E-21,,,
AC067956.1,9.10E-26,-3.533755402,0.004,0.02,2.55E-21,,,
CDC26,9.21E-26,0.136271586,0.043,0.023,2.58E-21,,,
AC118553.1,9.39E-26,1.034089937,0.01,0.003,2.63E-21,,,
PBX3,9.40E-26,-0.328196226,0.363,0.266,2.64E-21,,,
S100A4,9.52E-26,-1.37221856,0.12,0.154,2.67E-21,,,
AC114689.3,9.54E-26,-0.176991526,0.059,0.034,2.67E-21,,,
CBY3,1.01E-25,0.228023573,0.026,0.011,2.84E-21,,,
KY,1.05E-25,0.31472146,0.03,0.014,2.96E-21,,,
MRPL1,1.07E-25,-0.43159621,0.206,0.147,3.00E-21,,,
MKNK1,1.08E-25,-0.512497661,0.213,0.15,3.03E-21,,,
MIR3142HG,1.10E-25,-3.501279479,0.003,0.018,3.08E-21,,,
LRP11,1.11E-25,-0.29706655,0.185,0.132,3.10E-21,,,
EIF4A2,1.14E-25,-0.906528948,0.302,0.313,3.19E-21,,,
NAALADL2,1.18E-25,-0.171887828,0.752,0.559,3.29E-21,,,
ZKSCAN8,1.18E-25,-0.155164959,0.086,0.055,3.31E-21,,,
PCDH12,1.21E-25,-2.373348019,0.011,0.031,3.38E-21,,,
TAGAP,1.22E-25,-2.823623689,0.008,0.026,3.42E-21,,,
CENPT,1.23E-25,-0.221352624,0.083,0.053,3.45E-21,,,
EP400,1.24E-25,-0.38034146,0.215,0.154,3.47E-21,,,
SCFD1,1.24E-25,-0.265846534,0.463,0.335,3.49E-21,,,
RAET1E-AS1,1.25E-25,-1.541443029,0.067,0.099,3.50E-21,,,
NEXMIF,1.26E-25,-2.333230216,0.011,0.032,3.52E-21,,,
IL27,1.28E-25,0.729915754,0.012,0.004,3.57E-21,,,
OXSM,1.31E-25,0.159340957,0.041,0.022,3.66E-21,,,
SHISA5,1.33E-25,-1.492953126,0.047,0.077,3.74E-21,,,
LINC02100,1.42E-25,-2.722406357,0.011,0.03,3.97E-21,,,
HK3,1.46E-25,-2.637233693,0.005,0.021,4.10E-21,,,
AC104564.4,1.47E-25,0.469667227,0.021,0.009,4.11E-21,,,
RELN,1.49E-25,-3.289385163,0.021,0.044,4.16E-21,,,
ARL8B,1.49E-25,-0.364169958,0.2,0.143,4.17E-21,,,
MRPS35,1.49E-25,-0.306254231,0.11,0.074,4.18E-21,,,
PIK3R3,1.51E-25,-3.661861998,0.004,0.019,4.23E-21,,,
CNTNAP3,1.55E-25,-2.428623376,0.012,0.032,4.33E-21,,,
CARD10,1.59E-25,-3.856873976,0.002,0.016,4.45E-21,,,
CYTH3,1.59E-25,-1.434834885,0.138,0.169,4.45E-21,,,
NUDCD1,1.59E-25,-1.375488327,0.085,0.118,4.46E-21,,,
ZNF280C,1.61E-25,-0.221468168,0.061,0.036,4.52E-21,,,
LINC01578,1.65E-25,-0.320556281,0.199,0.142,4.61E-21,,,
KCNMA1-AS1,1.65E-25,-3.105603335,0.003,0.018,4.63E-21,,,
SLC5A4-AS1,1.69E-25,-3.884327401,0.005,0.021,4.74E-21,,,
FAM174A,1.73E-25,-0.124394812,0.074,0.046,4.86E-21,,,
ARHGAP5,1.77E-25,-0.972298412,0.31,0.316,4.97E-21,,,
FAM118B,1.84E-25,-0.187080422,0.088,0.057,5.14E-21,,,
TRIM47,1.84E-25,-3.12783914,0.005,0.022,5.16E-21,,,
APTR,1.84E-25,-0.265542372,0.1,0.065,5.16E-21,,,
Z98752.3,1.87E-25,0.260782926,0.028,0.013,5.25E-21,,,
CCDC144A,1.90E-25,0.637157496,0.014,0.005,5.32E-21,,,
KCTD15,1.92E-25,-2.734551955,0.005,0.021,5.39E-21,,,
EYA3,1.93E-25,-0.417654907,0.255,0.184,5.40E-21,,,
AC090568.2,1.94E-25,-3.052531785,0.011,0.031,5.44E-21,,,
AC025048.2,1.96E-25,0.12021698,0.03,0.014,5.49E-21,,,
NCF1,2.04E-25,-2.562893362,0.008,0.026,5.72E-21,,,
ZDHHC17,2.05E-25,-0.387626446,0.333,0.241,5.73E-21,,,
AC084757.3,2.07E-25,1.204038518,0.01,0.003,5.80E-21,,,
CBFA2T3,2.07E-25,-3.087822705,0.005,0.022,5.81E-21,,,
ASTE1,2.10E-25,-0.151477233,0.066,0.04,5.90E-21,,,
CCDC178,2.18E-25,-3.177632522,0.012,0.033,6.12E-21,,,
DMPK,2.24E-25,-0.186575247,0.072,0.044,6.27E-21,,,
PSME1,2.31E-25,-1.458009274,0.048,0.078,6.49E-21,,,
MTRF1L,2.32E-25,-0.235791567,0.083,0.053,6.49E-21,,,
AL583785.1,2.38E-25,-3.819465725,0.003,0.018,6.68E-21,,,
RIT2,2.38E-25,0.901358226,0.014,0.004,6.68E-21,,,
GRN,2.41E-25,-1.256118158,0.128,0.162,6.75E-21,,,
AL133551.1,2.42E-25,0.889860876,0.012,0.003,6.77E-21,,,
DARS-AS1,2.42E-25,0.549326641,0.014,0.004,6.78E-21,,,
FAM110B,2.43E-25,-1.190126727,0.154,0.186,6.81E-21,,,
AP001178.2,2.43E-25,0.9251938,0.011,0.003,6.82E-21,,,
DNAJC7,2.46E-25,-0.371752622,0.248,0.179,6.88E-21,,,
AL391097.2,2.57E-25,-0.330728514,0.062,0.036,7.20E-21,,,
OMG,2.66E-25,-0.380798383,0.13,0.088,7.46E-21,,,
WDR31,2.66E-25,-0.116857731,0.068,0.041,7.47E-21,,,
UBE3A,2.68E-25,-0.293744162,0.401,0.292,7.50E-21,,,
C4orf36,2.78E-25,-0.255473164,0.097,0.063,7.79E-21,,,
AC012358.3,2.82E-25,-0.427449703,0.195,0.138,7.90E-21,,,
ACTR6,2.83E-25,-0.246818984,0.116,0.079,7.92E-21,,,
FLG-AS1,2.88E-25,-0.24233437,0.134,0.092,8.08E-21,,,
AC025171.3,2.89E-25,0.261216571,0.016,0.006,8.09E-21,,,
PTCD3,2.90E-25,-0.352862291,0.289,0.21,8.11E-21,,,
AL391095.1,2.92E-25,0.717640126,0.011,0.003,8.20E-21,,,
SEC24B-AS1,3.01E-25,-0.128685648,0.069,0.042,8.44E-21,,,
AC005165.1,3.25E-25,0.648489454,0.017,0.006,9.12E-21,,,
AC034236.2,3.28E-25,0.106967293,0.03,0.014,9.20E-21,,,
NDUFS8,3.29E-25,-0.242605503,0.083,0.053,9.21E-21,,,
ZNF589,3.31E-25,-0.289674566,0.083,0.053,9.28E-21,,,
AC020908.1,3.35E-25,0.492846647,0.019,0.007,9.40E-21,,,
KIAA1549,3.38E-25,-2.295221458,0.015,0.036,9.47E-21,,,
LINC01090,3.38E-25,-1.753048108,0.044,0.073,9.47E-21,,,
MAML1,3.51E-25,-0.268515215,0.114,0.077,9.83E-21,,,
AC023024.1,3.66E-25,0.519560126,0.018,0.007,1.02E-20,,,
MED29,3.71E-25,-0.206284427,0.066,0.04,1.04E-20,,,
CTNND1,3.71E-25,-1.123713687,0.189,0.218,1.04E-20,,,
SLC29A2,3.84E-25,0.270196947,0.02,0.008,1.08E-20,,,
TTC31,3.85E-25,-0.185372036,0.076,0.048,1.08E-20,,,
CHUK,3.95E-25,-0.240897292,0.109,0.073,1.11E-20,,,
AP000842.4,4.03E-25,-3.316505146,0.003,0.018,1.13E-20,,,
MARVELD1,4.05E-25,-1.806922781,0.024,0.048,1.13E-20,,,
AC026412.3,4.06E-25,0.325777182,0.018,0.007,1.14E-20,,,
AC020916.1,4.19E-25,-0.128265636,0.049,0.028,1.17E-20,,,
CLEC2D,4.20E-25,-1.32002133,0.138,0.171,1.18E-20,,,
PPP4R4,4.28E-25,-2.968089793,0.004,0.02,1.20E-20,,,
HLA-DRB5,4.45E-25,-1.709435385,0.054,0.083,1.25E-20,,,
EFHD2,4.45E-25,-1.936788636,0.017,0.039,1.25E-20,,,
LCA5L,4.91E-25,-0.134969754,0.07,0.043,1.38E-20,,,
ACAT2,5.00E-25,-0.117869491,0.046,0.025,1.40E-20,,,
C6orf201,5.26E-25,0.182859968,0.033,0.016,1.48E-20,,,
LINC00443,5.51E-25,-7.251339995,0,0.012,1.54E-20,,,
AL591242.1,5.54E-25,-0.182911847,0.092,0.06,1.55E-20,,,
RPL37,5.61E-25,-1.159029251,0.237,0.26,1.57E-20,,,
SMAP2,5.66E-25,-1.756983183,0.082,0.113,1.59E-20,,,
RFWD3,5.78E-25,-0.229110946,0.095,0.062,1.62E-20,,,
AL049869.2,5.81E-25,0.323460196,0.024,0.01,1.63E-20,,,
ATP2B1-AS1,5.84E-25,-2.033391137,0.017,0.039,1.64E-20,,,
AL158209.1,5.93E-25,-4.099400502,0.002,0.016,1.66E-20,,,
TMEM30B,6.01E-25,0.81000929,0.013,0.004,1.69E-20,,,
VSIG8,6.03E-25,0.574322556,0.017,0.006,1.69E-20,,,
DLG4,6.30E-25,-2.393116183,0.009,0.027,1.77E-20,,,
EXT2,6.30E-25,-0.427574035,0.208,0.149,1.77E-20,,,
YIPF6,6.36E-25,-0.305513167,0.131,0.09,1.78E-20,,,
ARCN1,6.54E-25,-0.295060851,0.13,0.089,1.83E-20,,,
AC008906.1,6.71E-25,0.116164385,0.036,0.018,1.88E-20,,,
AL138930.1,6.72E-25,-3.167712383,0.003,0.018,1.88E-20,,,
MTFR1,6.81E-25,-0.473847819,0.218,0.157,1.91E-20,,,
ZNF100,6.99E-25,-0.235911039,0.125,0.086,1.96E-20,,,
AL138733.1,7.04E-25,0.219531624,0.035,0.018,1.97E-20,,,
LINC01786,7.22E-25,0.25358802,0.023,0.01,2.02E-20,,,
TM4SF1-AS1,7.23E-25,-4.903682943,0.001,0.014,2.03E-20,,,
AC108159.1,7.41E-25,-3.911678375,0.002,0.015,2.08E-20,,,
ZNF736,7.41E-25,-0.254154366,0.122,0.083,2.08E-20,,,
C8orf88,7.55E-25,-2.116080318,0.016,0.037,2.12E-20,,,
ABL1,7.57E-25,-0.298388629,0.39,0.287,2.12E-20,,,
PMPCB,7.65E-25,-0.355339728,0.191,0.137,2.14E-20,,,
TBCE,7.81E-25,-0.245274908,0.128,0.088,2.19E-20,,,
PLXNC1,8.18E-25,-1.689813367,0.05,0.08,2.29E-20,,,
PDCD10,8.42E-25,-0.361843459,0.171,0.121,2.36E-20,,,
AC006480.2,8.55E-25,0.439785023,0.021,0.009,2.40E-20,,,
AC092042.3,9.11E-25,0.297420145,0.026,0.012,2.55E-20,,,
FAM84B,9.21E-25,-2.322273883,0.007,0.024,2.58E-20,,,
PLK3,9.91E-25,-3.392657896,0.003,0.017,2.78E-20,,,
AES,1.01E-24,-1.380387008,0.077,0.109,2.84E-20,,,
DBX2,1.02E-24,0.110047989,0.021,0.009,2.86E-20,,,
SENP7,1.02E-24,-0.977317579,0.294,0.303,2.86E-20,,,
AC092140.1,1.04E-24,-0.100001612,0.036,0.018,2.92E-20,,,
DOK3,1.05E-24,-3.271466813,0.004,0.02,2.94E-20,,,
MPEG1,1.06E-24,-2.023329268,0.022,0.045,2.98E-20,,,
PDE6A,1.09E-24,0.676575822,0.016,0.006,3.05E-20,,,
C12orf73,1.09E-24,-0.244577646,0.082,0.052,3.06E-20,,,
AC007383.2,1.09E-24,0.751179173,0.016,0.006,3.06E-20,,,
AP1AR,1.11E-24,-0.140230346,0.081,0.052,3.11E-20,,,
CYP2J2,1.15E-24,-2.997156911,0.003,0.017,3.23E-20,,,
BCL11B,1.19E-24,-3.889710706,0.006,0.022,3.34E-20,,,
SETX,1.19E-24,-0.945885875,0.332,0.329,3.35E-20,,,
POLR1D,1.23E-24,-0.365986269,0.171,0.122,3.45E-20,,,
LSM5,1.28E-24,-0.241020839,0.093,0.061,3.58E-20,,,
CH17-340M24.3,1.28E-24,0.625796169,0.02,0.008,3.58E-20,,,
BACE1-AS,1.31E-24,0.268590668,0.021,0.009,3.67E-20,,,
CHAC2,1.34E-24,-0.111198753,0.043,0.024,3.76E-20,,,
PPP1R13B,1.36E-24,-1.288770086,0.125,0.157,3.82E-20,,,
EPAS1,1.37E-24,-1.469360246,0.153,0.183,3.84E-20,,,
SEC11C,1.39E-24,-1.807975769,0.022,0.046,3.88E-20,,,
ZNF658,1.40E-24,0.342164455,0.028,0.013,3.93E-20,,,
PLPP5,1.41E-24,-0.285644737,0.059,0.035,3.94E-20,,,
UAP1,1.44E-24,-0.154215802,0.135,0.094,4.03E-20,,,
CRIP1,1.52E-24,-2.30634117,0.01,0.028,4.27E-20,,,
CLIC1,1.52E-24,-1.383004329,0.062,0.093,4.27E-20,,,
TRAF3IP3,1.55E-24,-3.072645884,0.01,0.029,4.34E-20,,,
FLNC,1.59E-24,-2.132608059,0.009,0.027,4.45E-20,,,
SEC31A,1.63E-24,-0.245001581,0.517,0.376,4.58E-20,,,
AC009055.1,1.64E-24,-4.026836968,0.002,0.016,4.60E-20,,,
MMP24,1.67E-24,-0.289131504,0.234,0.172,4.69E-20,,,
AL356512.1,1.69E-24,0.971583687,0.01,0.003,4.73E-20,,,
TMEM175,1.69E-24,-0.252779959,0.075,0.047,4.75E-20,,,
GGCT,1.71E-24,0.185657001,0.033,0.016,4.80E-20,,,
AC022858.1,1.74E-24,0.861826618,0.01,0.003,4.87E-20,,,
STXBP3,1.75E-24,-1.098857181,0.175,0.206,4.90E-20,,,
TRIM13,1.75E-24,-1.036378853,0.263,0.281,4.92E-20,,,
PDE6C,1.77E-24,0.136190092,0.035,0.018,4.95E-20,,,
KLHL6,1.80E-24,-3.149947512,0.005,0.02,5.04E-20,,,
AL109659.1,1.85E-24,-2.46891912,0.01,0.028,5.19E-20,,,
AC007362.1,1.86E-24,0.854630622,0.011,0.003,5.21E-20,,,
STX1B,1.95E-24,0.542365699,0.015,0.005,5.47E-20,,,
HSPA8,1.96E-24,-1.315104982,0.077,0.11,5.49E-20,,,
TTI2,1.97E-24,-0.268311323,0.108,0.073,5.51E-20,,,
TXLNA,2.01E-24,-0.249272307,0.105,0.071,5.63E-20,,,
PABPC5,2.07E-24,0.326634029,0.027,0.012,5.81E-20,,,
FMO1,2.09E-24,-3.277576893,0.006,0.022,5.87E-20,,,
Z97192.3,2.11E-24,-3.992886039,0.002,0.015,5.92E-20,,,
CLDN5,2.12E-24,-1.979610806,0.044,0.072,5.94E-20,,,
PSMD3,2.13E-24,-0.251399982,0.076,0.048,5.96E-20,,,
PPP2R2C,2.18E-24,-3.155735475,0.005,0.021,6.12E-20,,,
FCMR,2.28E-24,-3.639956716,0.003,0.017,6.38E-20,,,
AC108673.3,2.38E-24,0.71903452,0.016,0.006,6.67E-20,,,
SERPINI1,2.52E-24,-0.199217044,0.061,0.037,7.07E-20,,,
AP5M1,2.54E-24,-0.281407673,0.109,0.073,7.12E-20,,,
SLC9C2,2.60E-24,-2.080971375,0.015,0.035,7.30E-20,,,
SGMS1,2.71E-24,-0.969911044,0.373,0.359,7.59E-20,,,
ATOH8,2.72E-24,-1.930505826,0.024,0.048,7.63E-20,,,
IFI35,2.82E-24,-1.953074151,0.021,0.043,7.89E-20,,,
LINC01797,2.87E-24,-2.065831488,0.021,0.043,8.03E-20,,,
KCNH8,2.87E-24,0.525561172,0.015,0.005,8.05E-20,,,
OSBPL7,2.91E-24,-3.889062385,0.002,0.016,8.15E-20,,,
RSRP1,2.98E-24,-0.551248635,0.64,0.546,8.35E-20,,,
SEC16A,3.05E-24,-0.297256514,0.102,0.068,8.54E-20,,,
VPS13A,3.11E-24,-0.329377733,0.376,0.274,8.71E-20,,,
METTL6,3.11E-24,-0.255661929,0.129,0.089,8.72E-20,,,
SLC9B2,3.13E-24,-1.726703086,0.034,0.06,8.78E-20,,,
EBPL,3.15E-24,-1.417642575,0.049,0.078,8.82E-20,,,
CLSTN3,3.20E-24,-2.239039771,0.014,0.034,8.97E-20,,,
PRR16,3.25E-24,-3.553055988,0.004,0.019,9.12E-20,,,
VASH1,3.47E-24,-2.152609223,0.03,0.054,9.72E-20,,,
HCG25,3.51E-24,-0.136541856,0.077,0.049,9.83E-20,,,
ACVRL1,3.51E-24,-2.285125809,0.011,0.03,9.83E-20,,,
FOLR2,3.52E-24,-1.541891908,0.065,0.096,9.86E-20,,,
DKK3,3.53E-24,-2.800088001,0.007,0.024,9.89E-20,,,
CUL4A,3.58E-24,-0.352000318,0.257,0.187,1.00E-19,,,
ELP3,3.59E-24,-0.362650048,0.193,0.139,1.01E-19,,,
RASSF3,3.60E-24,-1.149430365,0.182,0.21,1.01E-19,,,
CCZ1B,3.63E-24,-0.275007612,0.099,0.066,1.02E-19,,,
FKBP5,3.68E-24,0.46692,0.304,0.238,1.03E-19,,,
HERC3,3.75E-24,-0.438690424,0.266,0.193,1.05E-19,,,
CTNNAL1,3.76E-24,-1.18247588,0.165,0.194,1.05E-19,,,
FKTN,3.80E-24,-0.383843771,0.206,0.147,1.07E-19,,,
AC114939.1,3.86E-24,0.463624627,0.02,0.008,1.08E-19,,,
LOXL3,3.95E-24,-1.494377586,0.046,0.075,1.11E-19,,,
SMARCAD1,4.03E-24,-0.344076943,0.303,0.221,1.13E-19,,,
SGCE,4.03E-24,-1.246846726,0.138,0.169,1.13E-19,,,
PRR12,4.04E-24,-0.283110286,0.079,0.05,1.13E-19,,,
AL137789.1,4.05E-24,-4.610334758,0.002,0.015,1.14E-19,,,
STK25,4.12E-24,-0.250002564,0.087,0.056,1.15E-19,,,
PLS3,4.16E-24,-0.408570885,0.204,0.146,1.17E-19,,,
KLRD1,4.20E-24,-0.39155665,0.142,0.099,1.18E-19,,,
AC048341.2,4.30E-24,-0.337950805,0.113,0.077,1.21E-19,,,
PLD6,4.46E-24,0.468101442,0.013,0.004,1.25E-19,,,
GLUD1,4.60E-24,-0.320765459,0.174,0.125,1.29E-19,,,
WWOX,4.67E-24,-0.124190348,0.822,0.634,1.31E-19,,,
CNN3,4.67E-24,-0.356500581,0.166,0.118,1.31E-19,,,
LRIF1,4.68E-24,-0.209466615,0.06,0.036,1.31E-19,,,
TPCN1,4.68E-24,-0.443515618,0.266,0.193,1.31E-19,,,
FBXW11,4.75E-24,-0.912341297,0.308,0.313,1.33E-19,,,
NSL1,4.77E-24,-0.360717885,0.193,0.139,1.34E-19,,,
LINC01121,4.85E-24,-2.411364712,0.009,0.027,1.36E-19,,,
GPS2,4.85E-24,-0.336617953,0.16,0.113,1.36E-19,,,
GAS8,4.90E-24,-0.212139195,0.079,0.05,1.37E-19,,,
LINC02519,4.96E-24,1.092606604,0.01,0.003,1.39E-19,,,
AL136038.3,5.03E-24,0.861201378,0.01,0.003,1.41E-19,,,
ZNF684,5.06E-24,-0.164336948,0.056,0.033,1.42E-19,,,
KLRC4-KLRK1,5.15E-24,-3.126480655,0.006,0.022,1.44E-19,,,
THOC1,5.18E-24,-0.381471126,0.27,0.196,1.45E-19,,,
RUNX1T1,5.19E-24,-1.108753623,0.339,0.333,1.45E-19,,,
ZFYVE27,5.23E-24,-0.212215975,0.104,0.07,1.47E-19,,,
PDCD2,5.42E-24,-0.30769382,0.107,0.072,1.52E-19,,,
ANKH,5.42E-24,-1.17912622,0.204,0.227,1.52E-19,,,
CLEC11A,5.52E-24,-1.611409413,0.031,0.056,1.55E-19,,,
AC005899.1,5.71E-24,0.759508264,0.01,0.003,1.60E-19,,,
C19orf54,5.81E-24,0.348830711,0.024,0.011,1.63E-19,,,
LNP1,5.89E-24,0.14304955,0.03,0.015,1.65E-19,,,
CDKL2,6.01E-24,-2.733895526,0.006,0.022,1.68E-19,,,
EIF3H,6.10E-24,-0.342387655,0.25,0.183,1.71E-19,,,
ARHGEF37,6.58E-24,-0.31993427,0.083,0.054,1.84E-19,,,
SLC24A4,6.62E-24,-2.713648527,0.007,0.023,1.86E-19,,,
ATP6V0E2,6.71E-24,0.348387335,0.022,0.009,1.88E-19,,,
HTT-AS,6.71E-24,0.609001432,0.013,0.004,1.88E-19,,,
SFPQ,6.75E-24,-0.846791914,0.343,0.34,1.89E-19,,,
PLAC8L1,6.76E-24,0.388594058,0.021,0.009,1.89E-19,,,
AL356966.1,6.89E-24,0.859892211,0.012,0.004,1.93E-19,,,
ZNF420,6.90E-24,-0.320201478,0.139,0.097,1.93E-19,,,
GPR176,6.97E-24,-2.579144629,0.007,0.024,1.95E-19,,,
GYPA,7.45E-24,-1.885824634,0.113,0.144,2.09E-19,,,
COLEC10,7.45E-24,1.015776566,0.013,0.004,2.09E-19,,,
RUNX2,7.55E-24,-0.452893653,0.115,0.078,2.11E-19,,,
PSMD6-AS2,7.61E-24,-0.273021031,0.09,0.059,2.13E-19,,,
GTF2A1,7.76E-24,-0.265618775,0.114,0.078,2.17E-19,,,
SET,7.82E-24,-1.517714105,0.044,0.072,2.19E-19,,,
C17orf75,7.97E-24,-0.13759575,0.065,0.04,2.23E-19,,,
AL121987.1,8.18E-24,-4.634361054,0.001,0.013,2.29E-19,,,
MPZ,8.22E-24,0.874947829,0.014,0.005,2.30E-19,,,
RGS16,8.25E-24,-3.16127376,0.003,0.017,2.31E-19,,,
ESD,8.49E-24,-0.38260881,0.175,0.125,2.38E-19,,,
RAB30,8.53E-24,-0.372603676,0.117,0.08,2.39E-19,,,
AC091212.1,8.63E-24,0.601563028,0.018,0.007,2.42E-19,,,
MGARP,8.79E-24,-2.064730549,0.009,0.027,2.46E-19,,,
LINC00581,8.91E-24,-4.12503358,0.001,0.014,2.50E-19,,,
ZC3H18,9.05E-24,-0.335203922,0.132,0.092,2.54E-19,,,
MPV17L,9.07E-24,0.519255728,0.014,0.005,2.54E-19,,,
ACOT9,9.23E-24,-1.317729044,0.078,0.11,2.59E-19,,,
AC087672.3,9.42E-24,-3.546987808,0.004,0.019,2.64E-19,,,
GMFG,9.42E-24,-1.77798464,0.032,0.058,2.64E-19,,,
ERN1,9.45E-24,-1.427653856,0.085,0.117,2.65E-19,,,
RAB3IL1,9.71E-24,-3.007358883,0.006,0.022,2.72E-19,,,
EP300,9.84E-24,-0.321512951,0.38,0.278,2.76E-19,,,
AC243585.2,9.94E-24,0.311145234,0.026,0.012,2.78E-19,,,
SYMPK,1.02E-23,-0.409958896,0.171,0.121,2.85E-19,,,
WDR48,1.02E-23,-0.342717267,0.158,0.112,2.87E-19,,,
HEBP1,1.04E-23,-1.586219276,0.041,0.068,2.90E-19,,,
AP000897.1,1.04E-23,0.561459699,0.012,0.004,2.91E-19,,,
TMEM204,1.05E-23,-2.257303867,0.019,0.041,2.94E-19,,,
AC011481.1,1.07E-23,0.681659715,0.015,0.005,2.99E-19,,,
HECTD4,1.09E-23,-0.302114046,0.414,0.304,3.04E-19,,,
SAMD12-AS1,1.09E-23,-2.846330674,0.006,0.022,3.06E-19,,,
FAM3B,1.12E-23,-3.348529327,0.003,0.016,3.13E-19,,,
ZW10,1.12E-23,-0.177515003,0.071,0.044,3.14E-19,,,
WDR41,1.13E-23,-0.290667236,0.267,0.196,3.17E-19,,,
AL049875.1,1.15E-23,0.20352421,0.042,0.023,3.22E-19,,,
AC079630.1,1.15E-23,0.190150091,0.03,0.015,3.23E-19,,,
TLK1,1.18E-23,-0.280594829,0.364,0.27,3.30E-19,,,
EML5,1.18E-23,-0.220645281,0.066,0.04,3.31E-19,,,
AP003501.1,1.18E-23,-3.268970306,0.002,0.015,3.31E-19,,,
ADSS,1.27E-23,-1.394078741,0.09,0.122,3.55E-19,,,
ATP5L,1.32E-23,-0.377691506,0.149,0.105,3.69E-19,,,
AC103949.1,1.33E-23,0.861600773,0.011,0.003,3.72E-19,,,
FBXL19-AS1,1.36E-23,0.36771141,0.017,0.007,3.82E-19,,,
AP000766.1,1.37E-23,0.108494632,0.028,0.014,3.83E-19,,,
HSD17B11,1.37E-23,-1.294143318,0.11,0.143,3.83E-19,,,
LINC02133,1.37E-23,0.455868141,0.015,0.006,3.84E-19,,,
LRRC47,1.41E-23,-0.198711614,0.063,0.038,3.95E-19,,,
LRP1-AS,1.43E-23,0.872316922,0.012,0.004,4.00E-19,,,
TBC1D13,1.45E-23,-0.131928971,0.062,0.038,4.08E-19,,,
GGT5,1.46E-23,-2.539362736,0.011,0.029,4.09E-19,,,
AC092343.1,1.46E-23,-3.387500079,0.003,0.017,4.10E-19,,,
GATA3,1.50E-23,-0.235103616,0.018,0.007,4.21E-19,,,
AL121790.2,1.51E-23,0.43750103,0.017,0.006,4.23E-19,,,
ITPR1,1.53E-23,-1.303981186,0.142,0.173,4.28E-19,,,
FLT4,1.55E-23,-3.153257723,0.005,0.021,4.36E-19,,,
FBF1,1.60E-23,-0.299933652,0.105,0.07,4.50E-19,,,
COG2,1.61E-23,-0.278021958,0.1,0.067,4.50E-19,,,
CTSO,1.63E-23,-1.608950698,0.038,0.064,4.56E-19,,,
MFSD14C,1.65E-23,-0.370431077,0.213,0.154,4.61E-19,,,
CREM,1.69E-23,-0.394883344,0.161,0.115,4.73E-19,,,
EFCC1,1.71E-23,-3.241772744,0.004,0.019,4.80E-19,,,
C2orf69,1.73E-23,-0.261920439,0.085,0.055,4.85E-19,,,
AF131216.1,1.73E-23,0.147107709,0.025,0.012,4.85E-19,,,
YARS2,1.77E-23,-0.31977606,0.133,0.093,4.97E-19,,,
IRF5,1.80E-23,-2.827376496,0.004,0.019,5.05E-19,,,
ARHGAP9,1.83E-23,-2.867142548,0.008,0.025,5.12E-19,,,
PGPEP1,1.83E-23,-0.196054438,0.062,0.038,5.14E-19,,,
ASXL1,1.85E-23,-0.276092436,0.462,0.337,5.19E-19,,,
AK3,1.86E-23,-0.368079679,0.191,0.138,5.21E-19,,,
AC084064.1,1.86E-23,-2.838168493,0.006,0.022,5.21E-19,,,
DPF3,1.92E-23,-0.215513837,0.039,0.021,5.37E-19,,,
ARL4C,1.94E-23,-2.87878296,0.007,0.024,5.45E-19,,,
AP004609.3,2.01E-23,0.634452036,0.012,0.004,5.62E-19,,,
BANP,2.02E-23,-0.314986059,0.14,0.098,5.67E-19,,,
AL352984.1,2.04E-23,1.05184277,0.01,0.003,5.73E-19,,,
HSD17B14,2.07E-23,-2.729360248,0.005,0.02,5.79E-19,,,
TMCO3,2.07E-23,-1.332023022,0.084,0.116,5.80E-19,,,
NOVA2,2.12E-23,-3.470784707,0.003,0.016,5.93E-19,,,
FBLIM1,2.13E-23,-2.283023315,0.012,0.031,5.96E-19,,,
AC011825.4,2.14E-23,0.773052398,0.012,0.004,5.99E-19,,,
APLP2,2.15E-23,-0.869580498,0.353,0.347,6.01E-19,,,
DSCAS,2.17E-23,0.351754431,0.03,0.015,6.07E-19,,,
AL158152.2,2.19E-23,-0.379714231,0.191,0.137,6.15E-19,,,
PLA2G4C,2.23E-23,-1.949392392,0.021,0.043,6.25E-19,,,
RPS26,2.25E-23,0.191118968,0.033,0.017,6.29E-19,,,
